product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
654,Bravo,Bravo Large Canned Shrimp,64337161183,2.17,0.85,10.8,,
655,Bravo,Bravo Fancy Canned Anchovies,87772898077,2.31,0.76,8.33,,1
656,Bravo,Bravo Fancy Canned Clams,34303050637,3.85,1.54,20.4,1,
657,Bravo,Bravo Fancy Canned Oysters,50878683924,2.12,0.68,19.8,,1
658,Bravo,Bravo Fancy Canned Sardines,56646602749,2.68,1.02,6.44,1,
659,Bravo,Bravo Rice Soup,18557872176,3.21,1.41,15.8,1,1
660,Applause,Applause Canned Mixed Fruit,48180714249,2.8,1.26,6.96,1,1
661,Applause,Applause Canned Peaches,69329749941,2.34,1.15,19,,
662,Prelude,Prelude Rosy Sunglasses,13573201298,2.3,1.01,21.5,1,
663,Akron,Akron Eyeglass Screwdriver,93960003256,1.76,0.72,11.4,1,
664,Akron,Akron City Map,73539090752,1.74,0.54,8.24,,
665,Gorilla,Gorilla Low Fat Cottage Cheese,33163658976,1.57,0.64,8.79,,
666,Gorilla,Gorilla Low Fat Sour Cream,95882642865,0.89,0.39,14.5,,1
667,Gorilla,Gorilla Sour Cream,90842847228,2.66,1.01,21.2,1,
668,Gorilla,Gorilla Jack Cheese,32799597382,3.93,1.77,21.9,1,
669,Gorilla,Gorilla Muenster Cheese,51878396868,1.8,0.54,19.4,1,1
670,Gorilla,Gorilla String Cheese,29170783162,1.79,0.77,18.2,1,1
671,Gorilla,Gorilla Low Fat String Cheese,76508650183,2.93,1.11,20.8,1,1
672,Gorilla,Gorilla Havarti Cheese,23038802742,3.34,1.24,13.3,1,1
673,Gorilla,Gorilla Head Cheese,15712305903,2.74,1.21,18.2,,
674,Gorilla,Gorilla Cheese Spread,21480224728,3.18,1.37,21.1,1,1
675,Gorilla,Gorilla Sharp Cheddar Cheese,97293624281,3.59,1.76,13.1,1,1
676,Gorilla,Gorilla Mild Cheddar Cheese,72299309372,3.29,1.48,8.86,1,1
677,Gorilla,Gorilla Large Curd Cottage Cheese,93448345065,2.96,1.18,8.58,1,
678,Gorilla,Gorilla 2% Milk,68670495152,3.69,1.66,14.3,1,
679,Gorilla,Gorilla Buttermilk,59057297110,1.49,0.46,20.3,1,
680,Gorilla,Gorilla Chocolate Milk,62538514733,1.47,0.65,13.4,1,
681,Gorilla,Gorilla 1% Milk,22163082957,2.3,1.1,9.43,1,
682,Gorilla,Gorilla Whole Milk,60979936718,0.61,0.2,10.4,1,
683,Gorilla,Gorilla Strawberry Yogurt,79842271208,2.16,0.93,8.58,1,
684,Gorilla,Gorilla Blueberry Yogurt,21799021363,0.68,0.22,9.71,1,1
685,Cutting Edge,Cutting Edge Chicken Hot Dogs,75996991991,1.53,0.58,18.2,,1
686,Cutting Edge,Cutting Edge Pimento Loaf,53289378285,1.82,0.67,12.5,1,
687,Cutting Edge,Cutting Edge Beef Bologna,65508074164,0.97,0.49,7.67,,
688,Cutting Edge,Cutting Edge Low Fat Bologna,12038226723,2.37,0.76,12.9,,1
689,Cutting Edge,Cutting Edge Turkey Hot Dogs,94711729884,1.76,0.74,21.9,1,
690,Cutting Edge,Cutting Edge Foot-Long Hot Dogs,10479648709,1.44,0.52,6.68,,1
691,Cutting Edge,Cutting Edge Low Fat Cole Slaw,86293048262,2.85,1.23,9.66,,
692,Cutting Edge,Cutting Edge Cole Slaw,37396603226,1.55,0.56,6.19,1,1
693,Cutting Edge,Cutting Edge Roasted Chicken,82447769045,1.99,0.98,15.6,,1
694,Cutting Edge,Cutting Edge Corned Beef,92789090275,2.95,1.39,11.2,,1
695,Cutting Edge,Cutting Edge Sliced Turkey,83175892233,3.52,1.65,12.9,1,1
696,Cutting Edge,Cutting Edge Sliced Ham,75176396965,0.72,0.26,19.6,1,1
697,Cutting Edge,Cutting Edge Potato Salad,34800965189,1.33,0.56,8.47,1,1
698,Cutting Edge,Cutting Edge Sliced Chicken,73617818951,2.33,0.96,6.86,1,1
699,Jumbo,Jumbo Small Brown Eggs,92480153441,1.42,0.45,21.7,,1
700,Jumbo,Jumbo Large Brown Eggs,10534773468,2.68,1.18,7.38,1,
701,Jumbo,Jumbo Small Eggs,88634874224,0.75,0.29,8.94,,
702,Jumbo,Jumbo Large Eggs,65927260518,3.84,1.61,21.9,,1
703,Jumbo,Jumbo Egg Substitute,23265127539,2.97,1.13,7.62,1,
704,Imagine,Imagine Low Fat Waffles,90773978829,1.63,0.73,8.41,1,
705,Imagine,Imagine Orange Popsicles,83447481989,0.88,0.38,12.2,,
706,Imagine,Imagine Frozen Chicken Breast,89215400815,3.46,1.07,11,,1
707,Imagine,Imagine Frozen Pancakes,51126670241,1.87,0.84,16.7,1,1
708,Imagine,Imagine Low Fat French Fries,26132355332,3.68,1.51,9.79,1,1
709,Imagine,Imagine Frozen Sausage Pizza,47281391024,0.57,0.25,16.9,1,1
710,Imagine,Imagine Blueberry Waffles,81524842381,1.19,0.43,15.3,1,
711,Imagine,Imagine Fajita French Fries,71911644339,2.89,1.42,13.8,1,
712,Imagine,Imagine Waffles,75392861962,3.87,1.43,7.2,1,
713,Imagine,Imagine Frozen Pepperoni Pizza,23800389170,3.46,1.35,11,,1
714,Imagine,Imagine Frozen Cheese Pizza,62617242932,2.7,1.16,16.2,1,
715,Imagine,Imagine Frozen Mushroom Pizza,81479577422,1.55,0.53,6.88,1,1
716,Imagine,Imagine Apple Cinnamon Waffles,89534197449,1.81,0.62,6.27,,
717,Imagine,Imagine Frozen Carrots,77634298205,3.92,1.92,15.2,1,1
718,Imagine,Imagine Turkey TV Dinner,54926684498,2.32,0.9,15,1,1
719,Imagine,Imagine Chicken TV Dinner,12264551520,2.45,0.98,14.4,1,1
720,Imagine,Imagine Beef TV Dinner,48794704079,0.86,0.27,9.18,,1
721,Imagine,Imagine Pancake Mix,41468207240,2.26,0.7,14.8,1,
722,Imagine,Imagine Grape Popsicles,10648906826,2.83,0.88,20.2,,1
723,Imagine,Imagine Home Style French Fries,62560176253,0.51,0.18,17.6,1,1
724,Imagine,Imagine Lime Popsicles,37565861344,2.94,1.21,19.3,,
725,Imagine,Imagine Ice Cream,58714897036,1.49,0.55,7.33,,
726,Imagine,Imagine Ice Cream Sandwich,92958348393,3.21,1.03,8.47,,1
727,Imagine,Imagine Frozen Cauliflower,83345150351,1.91,0.73,21,1,1
728,Imagine,Imagine Frozen Broccoli,86826367974,1.89,0.7,17.1,,1
729,Imagine,Imagine Frozen Corn,22548806071,1.72,0.58,17.7,1,1
730,Imagine,Imagine Frozen Peas,85267789959,1.72,0.72,9.39,1,1
731,Imagine,Imagine Popsicles,92913083434,3.81,1.14,13.7,,
732,Imagine,Imagine Frozen Chicken Thighs,10967703461,0.91,0.31,9.91,1,
733,Imagine,Imagine Frozen Chicken Wings,89067804217,1.95,0.94,16.6,1,1
734,Imagine,Imagine Lemon Popsicles,66360190510,0.63,0.26,19.1,,
735,Consolidated,Consolidated Silky Smooth Hair Conditioner,89795927405,1.47,0.69,6.51,,
736,Consolidated,Consolidated Tartar Control Toothpaste,60228210091,2.13,0.83,10.1,,
737,Consolidated,Consolidated Whitening Toothpast,52901713252,1.28,0.46,11.6,1,
738,Consolidated,Consolidated Toothpaste,58669632077,1.85,0.56,7.12,1,
739,Consolidated,Consolidated Deodorant,51295928359,2.38,0.95,10.7,1,
740,Consolidated,Consolidated Conditioning Shampoo,26301613450,1.97,0.87,12.5,,
741,Consolidated,Consolidated Extra Moisture Shampoo,47450649142,0.73,0.34,16.2,,
742,Consolidated,Consolidated Angled Toothbrush,81694100499,2.47,0.79,11.7,,
743,Consolidated,Consolidated Apricot Shampoo,72080902457,0.96,0.36,9.42,1,
744,Consolidated,Consolidated Childrens Aspirin,75562120079,3.91,1.76,13,1,
745,Consolidated,Consolidated Buffered Aspirin,11284558176,0.85,0.29,8.57,1,
746,Consolidated,Consolidated 200 MG Ibuprofen,74003542065,3.98,1.51,10,1,
747,Consolidated,Consolidated 200 MG Acetominifen,92865876555,1.83,0.71,13.6,1,
748,Consolidated,Consolidated HCL Nasal Spray,65801325440,2.2,0.97,9.19,1,
749,Consolidated,Consolidated Dishwasher Detergent,53901426196,2.67,1.04,12.8,1,
750,Consolidated,Consolidated Multi-Symptom Cold Remedy,31193812489,1.95,0.66,15.5,,
751,Consolidated,Consolidated Childrens Cold Remedy,54629549384,2.19,1.01,11,,
752,Consolidated,Consolidated Laundry Detergent,91159701943,0.85,0.27,14.7,,
753,Consolidated,Consolidated Mint Mouthwash,17735335230,1.89,0.62,16.5,1,
754,Cormorant,Cormorant 60 Watt Lightbulb,23503254055,2.57,1.08,12,1,
755,Cormorant,Cormorant Plastic Forks,75414523482,2.98,1.16,15.6,1,
756,Cormorant,Cormorant Plastic Spoons,15301037430,2.68,0.99,17.1,1,
757,Cormorant,Cormorant Plastic Knives,36450073122,1.47,0.69,20.7,,
758,Cormorant,Cormorant C-Size Batteries,70693524479,3.19,1.31,17.5,1,
759,Cormorant,Cormorant 100 Watt Lightbulb,61080326437,1.89,0.59,18,,
760,Cormorant,Cormorant AAA-Size Batteries,40659413933,1.87,0.67,21.7,,
761,Cormorant,Cormorant Paper Plates,90283982157,1.7,0.53,18.1,,
762,Cormorant,Cormorant Paper Cups,63002966046,3.7,1.41,21.8,,
763,Cormorant,Cormorant 75 Watt Lightbulb,57963170409,2.55,0.84,6.32,1,
764,Cormorant,Cormorant Toilet Bowl Cleaner,89919920563,3.81,1.64,15.9,,
765,Cormorant,Cormorant Counter Cleaner,18998720049,1.92,0.77,19.6,,
766,Cormorant,Cormorant Glass Cleaner,20193236470,0.62,0.22,20.1,1,
767,Cormorant,Cormorant 25 Watt Lightbulb,43628973364,1.45,0.51,16.9,1,
768,Cormorant,Cormorant AA-Size Batteries,80159125924,2.76,0.91,20.5,,
769,Cormorant,Cormorant D-Size Batteries,96734759211,0.59,0.25,21,,
770,Cormorant,Cormorant Paper Towels,12502678036,1.83,0.81,8.73,,
771,Cormorant,Cormorant Soft Napkins,64413947463,1.12,0.35,21.1,1,
772,Cormorant,Cormorant Scented Tissue,39419632554,1.94,0.7,6.95,1,
773,Cormorant,Cormorant Toilet Paper,26240512728,0.71,0.24,10.6,1,
774,Cormorant,Cormorant Tissues,60483964085,2.45,1.23,6.11,1,
775,Cormorant,Cormorant Scented Toilet Tissue,50870766043,0.95,0.41,20.7,1,
776,Cormorant,Cormorant Room Freshener,30449853539,3.89,1.71,6.21,1,
777,Cormorant,Cormorant Frying Pan,80074421763,3.72,1.53,17.7,1,
778,Cormorant,Cormorant Copper Cleaner,52793405652,2.72,1.03,21.3,1,
779,Cormorant,Cormorant Bees Wax Candles,47753610014,1.81,0.8,8.09,,
780,Cormorant,Cormorant Silver Cleaner,79710360169,2.84,0.91,19.5,,
781,Cormorant,Cormorant Copper Pot Scrubber,43908330798,3.95,1.22,7.24,,
782,Cormorant,Cormorant Economy Toilet Brush,99983676075,2.34,0.94,9.02,1,
783,Cormorant,Cormorant Scissors,33419412970,2.47,0.89,12.6,1,
784,Cormorant,Cormorant Large Sponge,69949565529,0.52,0.25,8.17,1,
785,Cormorant,Cormorant Screw Driver,86525198817,2.28,0.87,9.63,1,
786,Footnote,Footnote Extra Lean Hamburger,92293117642,0.97,0.42,13.2,,
787,Footnote,Footnote Seasoned Hamburger,54204387068,1.49,0.63,13,,1
788,Excel,Excel Monthly Sports Magazine,29210072159,0.55,0.17,21,,
789,Excel,Excel Monthly Auto Magazine,50359107851,3.62,1.74,19.7,1,
790,Excel,Excel Monthly Computer Magazine,84602559208,0.77,0.27,12.4,1,
791,Excel,Excel Monthly Home Magazine,62304272055,2.15,0.95,8.39,,
792,Excel,Excel Monthly Fashion Magazine,41883359551,2.13,1.04,7.1,1,
793,Ebony,Ebony Summer Squash,91507927775,2.85,0.97,12,,
794,Ebony,Ebony Corn on the Cob,64226911664,1.2,0.43,7.26,,1
795,Ebony,Ebony Asparagus,59187116026,0.96,0.36,21.6,,1
796,Ebony,Ebony Sweet Peas,91143866181,1.32,0.5,6.29,1,1
797,Ebony,Ebony New Potatos,55341836810,2.19,0.83,7.96,1,1
798,Ebony,Ebony Beets,32634223103,2.71,0.84,14.6,,1
799,Ebony,Ebony Prepared Salad,79972090125,2.84,1.28,20.8,1,
800,Ebony,Ebony Onions,81383071541,3.26,1.43,11.5,1,1
